Sam_10514_Sam_M_01_Rep 1	0.35379	1.30533	0.34248	1.18416	0.26332	1.12116	0.36025	0.97092	0.41195	1.01130	0.51857	1.13570	0.65589	1.28432	0.78029	1.04523	0.75605	0.97738	1.06946	0.80775	0.99192	0.66397	1.82067	1.16801	2.14377	0.78675	2.01938	0.54604	1.17608	0.36187	
Sam_10514_Sam_M_19_Rep 1	0.33117	1.25848	0.32148	1.13570	0.24071	1.06785	0.35218	0.91437	0.40226	0.95961	0.50242	1.09208	0.63489	1.24878	0.76090	1.01130	0.73990	0.94507	1.06300	0.78836	0.99838	0.63974	1.83521	1.16478	2.13731	0.79806	2.03069	0.55896	1.19224	0.33925	
Sam_10514_Sam_M_15_Rep 1	0.37318	1.29402	0.36025	1.17124	0.27140	1.11146	0.37641	0.95476	0.42649	0.99838	0.53150	1.12277	0.66074	1.26978	0.78029	1.03392	0.75767	0.96930	1.06785	0.80290	0.99192	0.66558	1.85137	1.15024	2.14539	0.78836	2.03230	0.53957	1.19709	0.34894	
Sam_10514_Sam_M_11_Rep 1	0.35702	1.30048	0.34248	1.17932	0.26009	1.11954	0.36348	0.96607	0.41518	1.00646	0.52665	1.12923	0.65428	1.28271	0.77059	1.04361	0.74151	0.97899	1.06623	0.81260	0.99999	0.65751	1.82390	1.16639	2.11954	0.78352	2.00807	0.55088	1.18578	0.36025	
Sam_10514_Sam_M_08_Rep 1	0.32794	1.26009	0.31502	1.13731	0.23747	1.07431	0.34571	0.92245	0.39418	0.96607	0.49272	1.09854	0.61712	1.25686	0.73990	1.02261	0.71890	0.95799	1.04523	0.80290	0.98061	0.64620	1.78675	1.17932	2.10339	0.80613	1.98545	0.57188	1.17770	0.36025	
Sam_10514_Sam_M_04_Rep 1	0.33441	1.31502	0.32471	1.19224	0.23909	1.12923	0.34087	0.97415	0.38772	1.01776	0.50726	1.14216	0.63327	1.29402	0.76413	1.05169	0.73828	0.98384	1.06138	0.81260	0.97899	0.65912	1.80290	1.15993	2.11793	0.75928	1.98384	0.52504	1.14539	0.36833	
Sam_10514_Sam_M_21_Rep 1	0.33441	1.27302	0.32471	1.15024	0.23909	1.09046	0.35218	0.93699	0.40226	0.98061	0.50565	1.10500	0.63651	1.25686	0.76898	1.02261	0.74151	0.95476	1.03877	0.79806	0.98384	0.64297	1.84329	1.15347	2.15024	0.76413	2.02423	0.52988	1.17932	0.33925	
Sam_10514_Sam_M_18_Rep 1	0.33117	1.31179	0.31825	1.18901	0.22778	1.11793	0.33602	0.96122	0.38772	1.00807	0.50888	1.12923	0.63166	1.29402	0.73828	1.04523	0.71890	0.97899	1.03877	0.81098	0.96445	0.67043	1.82390	1.15831	2.11308	0.77382	1.97899	0.54119	1.17124	0.35864	
Sam_10514_Sam_M_14_Rep 1	0.38449	1.32310	0.36833	1.19870	0.27948	1.14539	0.38125	0.98869	0.43295	1.02907	0.54119	1.14701	0.68174	1.29079	0.78998	1.05331	0.76251	0.98707	1.08723	0.80613	1.00969	0.65751	1.84975	1.15024	2.14700	0.75928	2.01776	0.52504	1.18255	0.36025	
Sam_10514_Sam_M_10_Rep 1	0.31663	1.28594	0.30694	1.15993	0.22455	1.09369	0.33441	0.94345	0.38125	0.99192	0.49919	1.11308	0.61550	1.26817	0.76090	1.02907	0.73020	0.96768	1.05977	0.79644	0.97576	0.64781	1.83360	1.16155	2.13893	0.77867	2.01615	0.53796	1.17770	0.34894	
Sam_10514_Sam_M_07_Rep 1	0.29402	1.27625	0.28756	1.15670	0.20355	1.09208	0.31825	0.93861	0.36510	0.98061	0.46526	1.11146	0.59612	1.26817	0.73828	1.03554	0.70920	0.96768	1.06623	0.80290	0.98222	0.65751	1.81421	1.18578	2.13247	0.80613	2.02100	0.57512	1.17608	0.36348	
Sam_10514_Sam_M_03_Rep 1	0.32633	1.29240	0.31663	1.16801	0.23101	1.09854	0.34087	0.94830	0.38933	0.99676	0.50565	1.12116	0.63004	1.27786	0.74959	1.03715	0.73667	0.96930	1.04523	0.81421	0.98061	0.65751	1.81583	1.17447	2.13085	0.80290	2.00807	0.55250	1.17285	0.37479	
Sam_10514_Sam_M_20_Rep 1	0.33279	1.26332	0.32633	1.14539	0.25040	1.07915	0.36025	0.93699	0.40710	0.98061	0.50888	1.11146	0.62520	1.25686	0.75928	1.03392	0.73667	0.96930	1.05815	0.81906	0.98869	0.67043	1.76251	1.20193	2.09208	0.84006	1.98545	0.60743	1.17447	0.39256	
Sam_10514_Sam_M_17_Rep 1	0.36025	1.27625	0.35379	1.15347	0.26655	1.09046	0.36833	0.93861	0.42487	0.97899	0.52827	1.10823	0.66074	1.26332	0.78190	1.02746	0.75444	0.95799	1.07108	0.80129	1.00161	0.65912	1.85137	1.15508	2.14377	0.78029	2.03069	0.54927	1.22293	0.35056	
Sam_10514_Sam_M_13_Rep 1	0.38287	1.29886	0.37479	1.17608	0.28594	1.11631	0.38772	0.96122	0.43457	1.00484	0.54765	1.12600	0.68012	1.27140	0.79806	1.03877	0.77221	0.97415	1.09854	0.80290	1.00807	0.66074	1.84490	1.15508	2.16801	0.75605	2.03553	0.52342	1.18578	0.35541	
Sam_10514_Sam_M_02_Rep 1	0.36025	1.28755	0.35056	1.16155	0.27140	1.09692	0.38125	0.95314	0.42487	0.99515	0.53473	1.11954	0.65589	1.27302	0.79321	1.03715	0.76413	0.97092	1.06300	0.81583	0.98869	0.66882	1.81744	1.17285	2.13085	0.78029	2.00646	0.54442	1.18739	0.36995	
Sam_10514_Sam_M_16_Rep 1	0.33764	1.29079	0.32956	1.16639	0.24394	1.10177	0.35864	0.95638	0.40549	0.99838	0.50888	1.11954	0.63651	1.27463	0.77059	1.04038	0.74313	0.97415	1.07431	0.80613	0.98707	0.65751	1.81259	1.17447	2.13085	0.78513	1.99999	0.54442	1.17608	0.36187	
Sam_10514_Sam_M_12_Rep 1	0.34571	1.29402	0.32956	1.17124	0.23747	1.11470	0.34087	0.96122	0.39256	0.99676	0.50888	1.12116	0.64135	1.26817	0.75444	1.03230	0.73020	0.96607	1.05169	0.79644	0.97415	0.64458	1.83521	1.12600	2.12762	0.73667	2.00161	0.51211	1.16155	0.34248	
Sam_10514_Sam_M_09_Rep 1	0.35056	1.30371	0.34087	1.18093	0.26009	1.12116	0.36187	0.96768	0.41357	1.00969	0.52827	1.13247	0.64943	1.28271	0.78029	1.04523	0.75605	0.98222	1.07754	0.81906	0.99999	0.66235	1.82552	1.18255	2.15670	0.79159	2.04038	0.55573	1.19224	0.36833	
Sam_10514_Sam_M_05_Rep 1	0.32471	1.27463	0.32148	1.15024	0.23909	1.08077	0.34894	0.93376	0.40064	0.97415	0.50888	1.10177	0.63166	1.26171	0.76090	1.02423	0.74151	0.95638	1.06623	0.79967	0.98061	0.65751	1.84167	1.16316	2.15670	0.77221	2.03230	0.53634	1.19386	0.35379	
Sam_10514_Sam_M_22_Rep 1	0.35541	1.28432	0.34733	1.15993	0.26332	1.09854	0.36510	0.94991	0.41518	0.99676	0.52019	1.11631	0.65104	1.26494	0.77382	1.02746	0.74474	0.96445	1.05654	0.79806	0.98061	0.65589	1.79321	1.14216	2.10500	0.76090	1.98707	0.53311	1.16962	0.35702	
